PL_Flux_Density,PL_Index,LP_Flux_Density,LP_Index,LP_beta,LP_SigCurv,PLEC_Flux_Density,PLEC_IndexS,PLEC_ExpfactorS,PLEC_Exp_Index,PLEC_SigCurv,Npred,Variability_Index,Frac_Variability,CLASS1,spectrum_logparabola,spectrum_plsuperexpcutoff,spectrum_powerlaw
1.817865e-13,2.5171325,2.4252253e-13,2.521545,0.2666074,3.3865793,2.4708634e-13,2.3761003,0.5739011,0.6666667,3.4366617,1025.0294,10.560652,0.0,UncAss,1,0,0
3.5536304e-13,2.653648,5.151734e-13,2.4750118,0.39283955,3.0595524,5.195775e-13,2.302848,0.78596747,0.6666667,3.3140001,593.4718,9.411103,0.0,UncAss,1,0,0
8.5721394e-14,2.4608128,1.3232418e-13,2.3314977,0.5077506,2.70121,1.3986304e-13,2.1682863,1.2160553,0.6666667,3.010906,398.40604,8.549401,0.0,NoAGN,1,0,0
1.2293458e-14,1.9923581,1.3477414e-14,1.9614806,0.052369364,0.82908034,1.2913392e-14,1.9400454,0.036980074,0.6666667,0.0,327.5808,14.863705,0.1496754,BLL,0,0,1
6.194389e-14,2.3621929,8.017537e-14,2.1478822,0.2665507,1.8841492,7.791007e-14,2.0541084,0.42168522,0.6666667,1.924724,515.85394,7.5368958,0.0,NoAGN,0,0,1
4.48074e-13,2.4992037,7.043028e-13,2.246005,0.5782629,6.539818,7.004213e-13,2.0830464,1.0620478,0.6666667,6.8592944,1561.605,10.098364,0.0,UncAss,1,0,0
2.5848488e-14,2.3875513,2.7684664e-14,2.3931298,0.052671947,0.6138661,2.8203946e-14,2.31669,0.11851132,0.6666667,0.0,611.76556,12.964638,0.0,UncAss,0,0,1
4.3956882e-13,2.1251214,4.6950323e-13,2.024431,0.07109635,2.6918414,4.5635647e-13,2.0173466,0.061222218,0.6666667,2.638186,1634.7883,70.68556,0.4131807,BLL,1,0,0
1.615114e-14,2.345089,1.8594406e-14,2.1532989,0.17016937,1.0987203,1.9048255e-14,1.7729994,0.57080185,0.6666667,1.5583255,401.35434,12.626672,0.0,UncAss,0,0,1
6.546137e-13,2.5898027,1.0131564e-12,2.695771,0.376273,5.9086866,1.0310059e-12,2.5249681,0.81586254,0.6666667,5.9519815,2120.2646,14.135441,0.108724825,NoAGN,1,0,0
1.8374529e-13,2.3752713,2.7916284e-13,2.2372735,0.3944262,4.4861207,2.7463638e-13,2.0804439,0.69640636,0.6666667,4.5738235,565.506,16.465069,0.16009225,NoAGN,0,1,0
4.06249e-14,2.2915273,6.080112e-14,2.130996,0.3449004,3.0972285,6.240443e-14,1.9141852,0.7230966,0.6666667,3.3584914,277.59363,11.636205,0.0,UncAss,1,0,0
4.0915847e-12,2.5272837,4.985656e-12,2.4438272,0.19122942,8.0441885,4.8536227e-12,2.3742936,0.28613165,0.6666667,7.6050143,5873.7974,6.171813,0.0,NoAGN,0,1,0
1.1016282e-10,2.5047958,1.2505237e-10,2.4187708,0.119409755,22.160545,1.2019538e-10,2.3831446,0.13433434,0.6666667,21.792383,33933.773,37330.152,1.3800772,FSRQ,1,0,0
3.726339e-13,2.1107903,4.1614515e-13,2.0252554,0.094490446,3.9743536,3.963576e-13,2.0216017,0.07498076,0.6666667,2.7601328,3523.6526,6.194691,0.0,NoAGN,1,0,0
6.336768e-14,2.1972656,6.24649e-14,2.202701,-0.010248299,0.0,6.3545476e-14,2.1948445,0.002179941,0.6666667,0.0,1174.8296,82.401825,0.7179601,FSRQ,0,0,1
1.566511e-13,2.4684713,1.837095e-13,2.4550536,0.119617105,1.3085675,1.8107757e-13,2.3823996,0.19684601,0.6666667,0.81291604,559.79156,12.69203,0.0,UncAss,0,0,1
6.1256485e-13,2.5626664,1.1145798e-12,2.9451356,0.44034195,5.8314114,1.1540987e-12,2.8257754,1.1343396,0.6666667,5.7264585,2347.805,10.305911,0.0,UncAss,1,0,0
1.0872163e-13,2.3956122,1.4798952e-13,2.1602106,0.351036,3.3227415,1.5172976e-13,1.9861479,0.7418472,0.6666667,3.6092873,501.06647,4.7790833,0.0,UncAss,1,0,0
2.042226e-13,2.0962634,2.1553046e-13,2.0808408,0.032107003,1.6796266,2.0804662e-13,2.0777445,0.01377615,0.6666667,0.0,5289.0986,3.693975,0.0,NoAGN,0,0,1
4.5032782e-13,2.5527208,7.253592e-13,2.7913046,0.36882806,5.5417457,7.4338533e-13,2.6467578,0.86576855,0.6666667,5.4107614,2109.0784,15.771017,0.1508658,UncAss,1,0,0
9.855768e-14,2.466625,1.12927564e-13,2.4212108,0.13175924,1.5541157,1.13389095e-13,2.3159084,0.24027435,0.6666667,1.6088749,679.5867,27.89818,0.5643996,BLL,0,0,1
7.754558e-13,2.6218903,1.3285585e-12,2.8843286,0.39362016,6.04497,1.3690164e-12,2.6850216,0.9305737,0.6666667,6.073978,2220.2395,12.309884,0.068286225,UncAss,1,0,0
3.664108e-13,2.5845006,4.477166e-13,2.4832702,0.19363052,1.9819036,4.4118436e-13,2.3908517,0.3120591,0.6666667,2.0341356,826.6901,21.15178,0.4773908,UncAss,0,0,1
8.266936e-14,2.4208126,1.5293524e-13,2.4706824,0.58432746,2.835982,1.6286832e-13,2.2912738,1.3895372,0.6666667,3.2041824,422.6556,11.962591,0.0,UncAss,1,0,0
2.5434844e-13,2.564968,2.5303625e-13,2.5663543,-0.0047971834,0.0,2.6009669e-13,2.5331287,0.031372007,0.6666667,0.0,857.2834,9.212564,0.0,UncAss,0,0,1
4.445257e-14,2.2511435,5.335875e-14,2.049448,0.17933041,1.7538745,5.3388453e-14,1.9040297,0.32519242,0.6666667,2.2198215,541.3448,18.516857,0.28454697,BLL,0,0,1
2.0976026e-14,2.318945,2.1647386e-14,2.3298597,0.017113509,0.0,2.1114072e-14,2.3103013,0.009399044,0.6666667,0.0,501.91037,10.62673,0.0,BCU,0,0,1
5.3873377e-13,2.4283383,7.067546e-13,2.2151039,0.3032823,4.476968,6.8385846e-13,2.1359777,0.44104096,0.6666667,4.460517,1030.9552,13.641708,0.07169055,NoAGN,0,1,0
3.1393565e-14,2.184174,3.9654254e-14,2.0858626,0.17157519,2.2514248,3.870938e-14,1.9648044,0.2709126,0.6666667,2.21249,336.20547,12.194333,0.0,NoAGN,1,0,0
8.695765e-13,2.854397,1.2054587e-12,2.545466,0.3805373,2.3734353,1.2324644e-12,2.2982092,0.845161,0.6666667,2.7524493,564.39166,7.494207,0.0,UncAss,1,0,0
3.6007836e-11,2.0849128,6.0215694e-11,2.1802835,0.3985428,142.3234,6.0327306e-11,2.0073266,0.7406747,0.67160165,144.90884,86653.19,14.234118,0.0037866328,NoAGN,0,1,0
9.1574636e-14,2.3565598,9.362329e-14,2.3584604,0.015448382,0.25200695,9.250762e-14,2.3491998,0.010704064,0.6666667,0.0,1133.0133,32.59163,0.43319446,BLL,0,0,1
4.303746e-14,2.0893698,4.1451712e-14,2.1111474,-0.021337746,0.41654298,4.2876953e-14,2.0951998,-0.0030220987,0.6666667,0.0,679.40533,10.890035,0.0,BCU,0,0,1
4.8279344e-13,2.0301476,4.967559e-13,2.017618,0.01738219,1.3344753,4.937489e-13,2.0019283,0.018268397,0.6666667,1.3534806,11002.5205,14.298659,0.05105532,NoAGN,0,0,1
7.166533e-13,2.58813,9.659408e-13,2.3502533,0.39108106,4.543239,9.489258e-13,2.241909,0.64717084,0.6666667,4.69907,1028.9059,11.234802,0.0,NoAGN,1,0,0
8.633888e-13,2.572322,1.4003496e-12,2.8167121,0.41551083,6.469651,1.4277119e-12,2.6799574,0.9524622,0.6666667,6.292556,2525.2927,7.0507703,0.0,NoAGN,1,0,0
1.07144645e-14,2.1570518,8.864084e-15,2.2841964,-0.084490396,1.0014496,1.0819551e-14,2.1265786,0.015221963,0.6666667,0.0,246.79094,12.687229,0.0,UncAss,0,0,1
